Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
Беталок Зок таб. в/о 100мг №30,1,"м.Київ, Майдан Незалежності, Торгівельний центр ""Глобус""",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, вул.Саксаганського, 55 Аптека №30",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"вул.Панаса Мирного, 10 (літера А),	м.Київ",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр-т В.Порика, 3  Аптека №3",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр-т Палладіна, 18/30  Аптека №4",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Хоткевича Гната, 1А",
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"м.Київ, вул.Хоткевича Гната, 1А",
Беталок Зок таб. в/о 100мг №30,1,"м.Київ, пр-т Бажана, 8",
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"м.Київ, вул.Курчатова Академіка, 19-А",
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"м.Київ, пр-т Палладіна Академіка, 16",
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"м.Київ, вул.Закревського Миколи, 81/1, літ.А, ЦРП Деснянського р-ну м.Києва  Аптечний пункт №22",
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"м.Київ, вул.Глушкова Академіка, 34",
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"м.Київ, вул.Глушкова Академіка, 34",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Оленівська, 34",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, Харківське шосе, 158-К",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, пр-т Науки, 1/2 Аптека №19",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул,Саксаганського,147/5",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр-т Маяковського, 75, літера Б",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Київ, вул. Якуба Коласа, 2",
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"вул.Йорданська, 1,м.Київ, Аптека №9",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"вул.Сім'ї Ідзиковських, 2,	м.Київ, Аптека №2",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Братиславська,20  Аптека №5",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ б-р.Кольцова,14-Е  Аптека № 9",
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"м.Київ, пр-т Перемоги, 73/1 (Аптека №29 ""Країна Здоров'я"")",
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"м.Київ, пр-т Перемоги, 73/1 (Аптека №29 ""Країна Здоров'я"")",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Богуслав, вул. Калініна, 33 (Аптека №1)",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Тараща, вул.Шевченка, 35",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., смт Ставище, вул.Паркова, 6",Київська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Черкаська обл., м.Канів, вул.Успенська, 11, Аптека №1",Черкаська
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"м.Хмельницький, вул.Хотовицького, 7",Хмельницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Аптека №6 м. Хмельницький, вул. Повстанська, буд. 48, 48/1 ",Хмельницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"вул.Микулинецька, 113, м.Тернопіль",Тернопільська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., м.Липовець, вул.Пирогова, 37 	Аптека №2",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-138 м.Христинівка, вул.В.Чорновола, 13",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-131 м.Жашків, вул.Благовісна, 2",Черкаська
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Черкаська обл, м. Жашків, вул. Соборна, 40",Черкаська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КА-141 м.Монастирище, вул.Соборна, 111",Черкаська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КА-152 м.Біла Церква, вул.Митрофанова, б.9, прим.88",Київська
Онгліза 5мг таб.№30,1,"КА-151 м.Біла Церква, б.Олександрійський, 20, прим.192",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, б-р Олександрійський, 84, прим.50",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, б-р Олександрійський, 84, прим.50",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл. м.Біла Церква,вул.ГероївЧорнобиля 8/8",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Київська обл., м.Біла Церква, вул.Павліченко, 49/1",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",7,"Київська обл., м.Сквира, вул.Соборна, 22",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Обухів,вул.Київська,буд.144В/6",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Сквира, площа Героїв Небесної Сотні, 17, прим. 2",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-2 м.Радомишль, вул.Соборний майдан, 10",Житомирська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Вінницька обл., м.Жмеринка, вул.Магістральна, 8 а, прим.2",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., м.Жмеринка, вул.Пушкіна, 1",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Вінницька обл., м.Жмеринка, вул.Івана Франка, 72, прим.1",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., м.Жмеринка, вул.Б.Хмельницького, 4",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-48 смт Чернівці, вул.Святомиколаївська, 99",Вінницька
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"КА-54 м. Ямпіль, вул. Свободи, 81/49-А",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"КА-52 м. Могилів-Подільський, вул. Полтавська, 86",Вінницька
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,1,"КА-45 м. Шаргород, вул. Героїв Майдану, 268-Б",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"КА-45 м. Шаргород, вул. Героїв Майдану, 268-Б",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"КФ А-147 Житомирська обл., Бердичівський р-н, с.Ружин, вул.О.Бурди, 51",Житомирська
Беталок Зок таб. в/о 25мг №14,1,"КФ А-1 Житомирська обл., смт Ружин, Бурди, 49",Житомирська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"КА-73 смт Турбів, вул. Маяковського, 2",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"КФ А-82 м. Козятин, вул. Грушевського, 23-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Фастів, вул.Київська ,5",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Житомирська обл., смт Ружин, вул.Леніна, 30, ЦРЛ, фізіотер. відд-я, Аптечний пункт №1",Житомирська
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"м. Калинівка, вул.Незалежності, 55",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"м. Калинівка, вул.Незалежності, 55",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,2,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Крестор таб. в/о 40мг №28 (7х4) бліст.,2,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",5,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
Крестор таб. в/о 5мг №28 (14х2) бліст.,1,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,2,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",4,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Ф-64 м. Вінниця, Покришкіна, 8-Г, корп.1",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-18 м. Вінниця, вул. Келецька, 103",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-142 м. Вінниця, вул. Келецкая, 122а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-111 с.Лука-Мелешківська, вул.Тиврівське шосе, 2",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",4,"Ф-108 м. Вінниця, вул. Келецкая, 105",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Ф-105 м. Вінниця, вул. Пирогова, 46а",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"Ф-18 м. Вінниця, вул. Келецька, 103",Вінницька
Онгліза 5мг таб.№30,1,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
Беталок Зок таб. в/о 25мг №14,1,"м. Вінниця, пр-т Коцюбинського, 9, прим.58 ",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Вінниця вул. Київська, 4",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"КФ А-90 м.Тульчин, вул.Леонтовича, 33, прим.3",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Ладижин, вул. Петра Кравчика, 9",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-69 м. Бершадь, вул. Героїв України, 7, прим.22",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"КФ А-63 м.Тульчин, вул. Леонтовича, 96а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-85 м.Тульчин, вул. Леонтовича, 37",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"КФ А-63 м.Тульчин, вул. Леонтовича, 96а",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КФ А-85 м.Тульчин, вул. Леонтовича, 37",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"КФ А-9 смт Крижопіль, Д.Нечая, 13",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"смт Томашпіль, вул. Кирила Стеценка, 5",Вінницька
Комбогліза XR таб. в/о 5мг/1000мг №28 (7х4)бліст,1,"смт Піщанка, вул. Центральна, 42",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Ф-140 смт Стрижавка, вул.Київська, 224, к.4, прим.53Н",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,4,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-18 м. Вінниця, вул. Келецька, 103",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КФ А-5 Вінницька обл., м.Гайсин, Соборна 34-К",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-5 Вінницька обл., м.Гайсин, Соборна 34-К",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КФ А-92 м. Іллінці, вул. Європейська, 18",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",2,"м. Погребище, вул.П.Тичини, 56-А",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,6,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-106 м. Вінниця, пр-т. Коцюбинського,35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-8 м.Вінниця, вул.Замостянська, 1",Вінницька
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,2,"Ф-2 м.Вінниця, вул.Героїв Сталінграда, 1",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",2,"Ф-51 м. Вінниця, вул. 600-річчя, 32а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-40 м. Вінниця, вул. Хмельницьке шосе, 23",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Кривий Ріг, вул.Кремлівська, 30, прим.4",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"!102! м.Дніпро, пр-т Б.Хмельницького, 119, прим.46",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!6! м.Дніпро, пр-т Пушкіна, 19",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"!75! м.Дніпро, пр-т Дмитра Яворницького, 113, прим.100",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!75! м.Дніпро, пр-т Дмитра Яворницького, 113, прим.100",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м.Дніпро, вул.Кам'янська, 40, прим.1а (Аптека №5)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Павлоград, вул.Горького, 166  Аптека №23",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Полтавська обл., м.Кременчук, пр-т Лесі Українки, 17/11",Полтавська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Полтавська обл., м.Кременчук, пр-т Лесі Українки,57",Полтавська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Полтавська обл., м.Кременчук, пр-т Лесі Українки,57",Полтавська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",5,"Полтавська обл., м.Кременчук, вул.Соборна, 21",Полтавська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!295! Дніпропетровська обл., м.Кам'янське, пр-т Героїв АТО, 15-В",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"А56 Одеська обл/, Білгород-Дністровський р-н, смт Сарата, вул.Вернера Крістіана, 96",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"А56 Одеська обл/, Білгород-Дністровський р-н, смт Сарата, вул.Вернера Крістіана, 96",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Одеська обл., смт Сарата, вул.Чкалова, 30-А Аптека №3",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-12 м. Вінниця, вул. Київська, 68-а",Вінницька
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"м.Одеса, провул.Богданова, 9",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"А45 м.Одеса, вул.Польська, 14",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"А17 Одеська обл, Лиманський р-н, с.Крижанівка, вул.Бочарова генерала, 62, секц.8,9,10, прим.5",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"м.Одеса, вул.Розкидайлівська, 69/71 Апт.пункт №1 ""Odrex""",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"А/п39 (А35-1) м.Одеса, вул.Івана та Юрія Лип, 1, Міська поліклініка №16",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"А42 Одеська обл., м.Южне, пр-т Миру, 19-Є",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"А30 м.Одеса, вул.Академіка Філатова, 86",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Одеса, вул.Грушевського, 50-А",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"А2 м.Одеса, вул.Одеса-Головна, 35",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Разумовська, 15 Аптека №2 ""Нота Бене!""",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Ф-103 м. Вінниця, вул. Хмельницьке шосе, 96-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Одеська обл.,смт Іванівка,вул.Леніна,62",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Одеська обл.,смт Іванівка,вул.Леніна,62",Одеська
Беталок Зок таб. в/о 25мг №14,1,"КА-137 смт Окни, вул.Першотравнева, 1",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-12 м. Вінниця, вул. Київська, 68-а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"вул.Чорновола, 18б/28, м.Христинівка, Черкаська обл.",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Черкаська обл., м.Жашків, вул.Соборна, 19-А (Аптека №1)",Черкаська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"КА-139 м. Умань, вул. Мазепи, 2А",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-139 м. Умань, вул. Мазепи, 2А",Черкаська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",3,"КА-139 м. Умань, вул. Мазепи, 2А",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-115 м. Умань, вул.Гайдамацька, 14",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Умань, вул.Небесної Сотні 22",Черкаська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Львівська обл., Самбірський р-н., м. Рудки, вул. Самбірська, 2-б",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Львівська обл., Дрогобицький р-н, м.Борислав, вул.Коваліва, 33Б",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Львівська обл., м.Дрогобич, площа Шевченка Тараса, 1/1",Львівська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Львівська обл., м.Стрий, вул.Львівська, 83/97",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м. Львів, вул.Замарстинівська, 127, прим.№180",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Стрийська, 45",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Володимира Великого, 18",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Володимира Великого, 18",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",3,"м.Львів, вул.Володимира Великого, 58",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Львів, вул.Пасічна, 92-Г",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Хмельницького Б., 176",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",5,"м.Львів, вул.Шевченка Т., 4",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Шевченка Т., 4",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Стрийська, 1",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Львівська обл., Пустомитівський р-н, с.Сокільники, вул.Стрийська, 30",Львівська
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Львів, пр-т Свободи, 5",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Патона, 37",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"вул. Драгана 4-Б, м.Львів",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Львів,  вул.Городоцька,212",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м.Львів вул.Грінченка Б.,буд.6",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Львівська обл., Пустомитівський р-н, с.Муроване, вул.Січових Стрільців, 34 Аптека №2",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Львівська обл., Яворівський р-н., смт Краковець, вул.Вербицького  !!Завоз на м.Яворів вул.І.Хрестителя-3",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Львівська обл., Яворівський р-н, смт. Івано-Франкове, площа Ринок, буд.34-34а",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Львівська обл., Яворівський р-н,  смт. Ів.Франкове, пл.Ринок,4",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Львівська обл., м. Яворів, вул. Маковея О., 66, прим. 21",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",5,"Львівська обл., Яворівський р-н, м.Новояворівськ, вул.Шевченко Т., 2",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Львівська обл., м.Броди, вул.Коцюбинського, 12, ЦРП 	Аптечний пункт №2(Аптеки №79 Львівська обл., м.Броди, вул.Гончарська, 14-А)",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КА-121 Тернопільська обл., смт Микулинці, вул.Грушевського, 42",Тернопільська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Тернопіль, вул.Руська, 40",Тернопільська
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"вул. Замковецька, 106 б м.Київ Аптека №1",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Велика Васильківська, 101",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Багговутівська, 17-21 Аптека №41",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"08133 м.Вишневе, вул. Балукова,21 Київська обл.Києво-Святош. р-н",Київська
