Область,Товар,Количество
ХАРЬКОВСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,78
ХАРЬКОВСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,49
ХАРЬКОВСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,379
ХЕРСОНСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,1
ХЕРСОНСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,1
ХЕРСОНСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,1
ХЕРСОНСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,1
ХЕРСОНСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,2
ХЕРСОНСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),2
ХЕРСОНСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5
ХЕРСОНСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,1
ХЕРСОНСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,1
ХЕРСОНСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,7
ХЕРСОНСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,16
ХЕРСОНСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,3
ХЕРСОНСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,8
ХМЕЛЬНИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,3
ХМЕЛЬНИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,23
ХМЕЛЬНИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,17
ХМЕЛЬНИЦКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,3
ХМЕЛЬНИЦКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,4
ХМЕЛЬНИЦКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,152
ХМЕЛЬНИЦКАЯ,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,1
ХМЕЛЬНИЦКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,30
ХМЕЛЬНИЦКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,2
ХМЕЛЬНИЦКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,5
ХМЕЛЬНИЦКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,8
ХМЕЛЬНИЦКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),7
ХМЕЛЬНИЦКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),8
ХМЕЛЬНИЦКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,20
ХМЕЛЬНИЦКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,36
ХМЕЛЬНИЦКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),51
ХМЕЛЬНИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,77
ХМЕЛЬНИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,27
ХМЕЛЬНИЦКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,2
ХМЕЛЬНИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,2
ХМЕЛЬНИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,5
ХМЕЛЬНИЦКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,138
ХМЕЛЬНИЦКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,464
ХМЕЛЬНИЦКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ХМЕЛЬНИЦКАЯ,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,2
ХМЕЛЬНИЦКАЯ,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,98
ХМЕЛЬНИЦКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,36
ХМЕЛЬНИЦКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,47
ХМЕЛЬНИЦКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,290
ЧЕРКАССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,10
ЧЕРКАССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,77
ЧЕРКАССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,30
ЧЕРКАССКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,129
ЧЕРКАССКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,25
ЧЕРКАССКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,5
ЧЕРКАССКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,16
ЧЕРКАССКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,1
ЧЕРКАССКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер Смотка 2 уп *,1
ЧЕРКАССКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),13
ЧЕРКАССКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),21
ЧЕРКАССКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,31
ЧЕРКАССКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,51
ЧЕРКАССКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),57
ЧЕРКАССКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,65
ЧЕРКАССКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,25
ЧЕРКАССКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,4
ЧЕРКАССКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,2
ЧЕРКАССКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,10
ЧЕРКАССКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,149
ЧЕРКАССКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,460
ЧЕРКАССКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ЧЕРКАССКАЯ,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,56
ЧЕРКАССКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,22
ЧЕРКАССКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,46
ЧЕРКАССКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,335
ЧЕРНИГОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,35
ЧЕРНИГОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,55
ЧЕРНИГОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,72
ЧЕРНИГОВСКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,0
ЧЕРНИГОВСКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,1
ЧЕРНИГОВСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,74
ЧЕРНИГОВСКАЯ,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,1
ЧЕРНИГОВСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,17
ЧЕРНИГОВСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,2
ЧЕРНИГОВСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,10
ЧЕРНИГОВСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),4
ЧЕРНИГОВСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),2
ЧЕРНИГОВСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,18
ЧЕРНИГОВСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,30
ЧЕРНИГОВСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),28
ЧЕРНИГОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,55
ЧЕРНИГОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,15
ЧЕРНИГОВСКАЯ,Онгліза табл.в / пл.об. 2.5мг N30 (10х3) блістер,1
ЧЕРНИГОВСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,2
ЧЕРНИГОВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,5
ЧЕРНИГОВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,66
ЧЕРНИГОВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,352
ЧЕРНИГОВСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ЧЕРНИГОВСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,29
ЧЕРНИГОВСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,47
ЧЕРНИГОВСКАЯ,Фазлодекс р-н д / ін 250мг / 5мл предв.заполн.шпріц 5мл N2 з 2-ма стер.ігламі*,1
ЧЕРНИГОВСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,199
ЧЕРНОВИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,29
ЧЕРНОВИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,14
ЧЕРНОВИЦКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,5
ЧЕРНОВИЦКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,1
ЧЕРНОВИЦКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,84
ЧЕРНОВИЦКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,18
ЧЕРНОВИЦКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,3
ЧЕРНОВИЦКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,18
ЧЕРНОВИЦКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,1
ЧЕРНОВИЦКАЯ,Касодекс® табл. в / пл.об.150мг N28 *,0
ЧЕРНОВИЦКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),4
ЧЕРНОВИЦКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),7
ЧЕРНОВИЦКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,40
ЧЕРНОВИЦКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,46
ЧЕРНОВИЦКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),66
ЧЕРНОВИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,46
ЧЕРНОВИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,6
ЧЕРНОВИЦКАЯ,Онгліза табл.в / пл.об. 2.5мг N30 (10х3) блістер,2
ЧЕРНОВИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,5
ЧЕРНОВИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,4
ЧЕРНОВИЦКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,130
ЧЕРНОВИЦКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,630
ЧЕРНОВИЦКАЯ,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,66
ЧЕРНОВИЦКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,37
ЧЕРНОВИЦКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,43
ЧЕРНОВИЦКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,205
ИВАНО-ФРАНКОВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,21
ЛЬВОВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,20
ЛЬВОВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,20
ТЕРНОПОЛЬСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,1
ТЕРНОПОЛЬСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,1
ТЕРНОПОЛЬСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,1
ТЕРНОПОЛЬСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,3
ЧЕРНОВИЦКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,15
