Область,Товар,Количество
ЧЕРКАССКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,2
ЧЕРКАССКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,20
ЧЕРКАССКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),2
ЧЕРКАССКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),19
ЧЕРКАССКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,11
ЧЕРКАССКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,34
ЧЕРКАССКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),80
ЧЕРКАССКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,60
ЧЕРКАССКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,11
ЧЕРКАССКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,4
ЧЕРКАССКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,6
ЧЕРКАССКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,8
ЧЕРКАССКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,104
ЧЕРКАССКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,278
ЧЕРКАССКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ЧЕРКАССКАЯ,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,1
ЧЕРКАССКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,18
ЧЕРКАССКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,116
ЧЕРКАССКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,202
ЧЕРНИГОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,17
ЧЕРНИГОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,23
ЧЕРНИГОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,60
ЧЕРНИГОВСКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,1
ЧЕРНИГОВСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,49
ЧЕРНИГОВСКАЯ,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,1
ЧЕРНИГОВСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,14
ЧЕРНИГОВСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,4
ЧЕРНИГОВСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,4
ЧЕРНИГОВСКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,2
ЧЕРНИГОВСКАЯ,Касодекс® табл. в / пл.об.150мг N28 *,1
ЧЕРНИГОВСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),4
ЧЕРНИГОВСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),5
ЧЕРНИГОВСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,17
ЧЕРНИГОВСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,22
ЧЕРНИГОВСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),25
ЧЕРНИГОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,70
ЧЕРНИГОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,11
ЧЕРНИГОВСКАЯ,Онгліза табл.в / пл.об. 2.5мг N30 (10х3) блістер,1
ЧЕРНИГОВСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,5
ЧЕРНИГОВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,3
ЧЕРНИГОВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,55
ЧЕРНИГОВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,188
ЧЕРНИГОВСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ЧЕРНИГОВСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,33
ЧЕРНИГОВСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,63
ЧЕРНИГОВСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,192
ЧЕРНОВИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,38
ЧЕРНОВИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,18
ЧЕРНОВИЦКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,56
ЧЕРНОВИЦКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,1
ЧЕРНОВИЦКАЯ,Золадекс капс.д / підшк.введ.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 Смотка 3 уп *,1
ЧЕРНОВИЦКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,11
ЧЕРНОВИЦКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,1
ЧЕРНОВИЦКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),0
ЧЕРНОВИЦКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),3
ЧЕРНОВИЦКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,38
ЧЕРНОВИЦКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,27
ЧЕРНОВИЦКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),55
ЧЕРНОВИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,54
ЧЕРНОВИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,11
ЧЕРНОВИЦКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,2
ЧЕРНОВИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,3
ЧЕРНОВИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,4
ЧЕРНОВИЦКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,122
ЧЕРНОВИЦКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,314
ЧЕРНОВИЦКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,25
ЧЕРНОВИЦКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,48
ЧЕРНОВИЦКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,217
ВОЛЫНСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,3
КИЕВСКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,10
КИРОВОГРАДСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,3
ЛЬВОВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,20
ЛЬВОВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,20
РОВЕНСКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,1
РОВЕНСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,5
ТЕРНОПОЛЬСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,4
ТЕРНОПОЛЬСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,1
ЧЕРКАССКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,6
